prompt,respuesta
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Rubén_Garcés se desempeña como Arbitro
Willy_Chirino se desempeña como Ceramista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Willy_Chirino?

",Ceramista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Riley_Tanner se desempeña como Catedratico
Flor_Jones se desempeña como Musico

--- Pregunta ---
Pregunta: ¿En qué se desempeña Riley_Tanner?

",Catedratico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
León_Trotski se desempeña como Economista
Alberto_Fay se desempeña como Ingeniero

--- Pregunta ---
Pregunta: ¿En qué se desempeña Alberto_Fay?

",Ingeniero
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
África_Battaglia se desempeña como Polista
Yoameth_Murillo se desempeña como Cirujano

--- Pregunta ---
Pregunta: ¿En qué se desempeña África_Battaglia?

",Polista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
La_Perricholi se desempeña como Comentarista_Deportivo
Nicolás_Massú se desempeña como Editor

--- Pregunta ---
Pregunta: ¿En qué se desempeña Nicolás_Massú?

",Editor
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Ángeles_Mastretta se desempeña como Cientifico
Mayra_Olvera se desempeña como Novelista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Mayra_Olvera?

",Novelista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Lucas_Ocampos se desempeña como Monja
Franz_Ippisch se desempeña como Productor_Musical

--- Pregunta ---
Pregunta: ¿En qué se desempeña Franz_Ippisch?

",Productor_Musical
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Luis_Gallardo se desempeña como Matador
Thelma_Rodríguez se desempeña como Grabador

--- Pregunta ---
Pregunta: ¿En qué se desempeña Luis_Gallardo?

",Matador
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Zuleima_Araméndiz se desempeña como Agronomo
Alexis_Rodríguez se desempeña como Mecanico_Automotor

--- Pregunta ---
Pregunta: ¿En qué se desempeña Alexis_Rodríguez?

",Mecanico_Automotor
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Gabriel_González se desempeña como Inventor
Adrián_Lezama se desempeña como Periodista_Freelance

--- Pregunta ---
Pregunta: ¿En qué se desempeña Gabriel_González?

",Inventor
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Neil_Armstrong se desempeña como Espia
Álvaro_Gaxiola se desempeña como Clarinetista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Neil_Armstrong?

",Espia
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
José_Vargas se desempeña como Sacerdote_Catolico
Agustín_Iriarte se desempeña como Autor

--- Pregunta ---
Pregunta: ¿En qué se desempeña José_Vargas?

",Sacerdote_Catolico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Andi_Baiz se desempeña como Monja
Gabriel_Casaccia se desempeña como Guerrillero

--- Pregunta ---
Pregunta: ¿En qué se desempeña Andi_Baiz?

",Monja
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Ricardo_Londoño se desempeña como Tenista
Troian_Bellisario se desempeña como Militar

--- Pregunta ---
Pregunta: ¿En qué se desempeña Ricardo_Londoño?

",Tenista
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Mariana_Cubero se desempeña como Maratonista
Yarisley_Silva se desempeña como Director_Deportivo

--- Pregunta ---
Pregunta: ¿En qué se desempeña Yarisley_Silva?

",Director_Deportivo
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Eligio_Vásquez se desempeña como Medico
Marlon_Perlaza se desempeña como Vocalista

--- Pregunta ---
Pregunta: ¿En qué se desempeña Eligio_Vásquez?

",Medico
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Erich_Kleiber se desempeña como Agente_Deportivo
Adolfo_Bautista se desempeña como Dibujante_Arquitectonico

--- Pregunta ---
Pregunta: ¿En qué se desempeña Erich_Kleiber?

",Agente_Deportivo
"Responde la pregunta basándote en el siguiente contexto. Mantén la respuesta breve.

--- Contexto ---
Óscar_Ayala se desempeña como Luchador_Profesional
Elvio_Amarilla se desempeña como Socialite

--- Pregunta ---
Pregunta: ¿En qué se desempeña Elvio_Amarilla?

",Socialite
